CC(C=O)=CC1=CC=CC1=O  Intramol
CC(C=O)=CC1CC=CC1=O  Intramol
CC=C(C)CC(C)CN  Intramol
CC=C(C)CCN  Intramol
CC=C=CC=CC=O  Intramol
CC=CCCN  Intramol
CCC=CCN  Intramol
CCN  Intramol
CNCC=CNCN  Intramol
COC=CCCN  Intramol
C#CCN  Intramol
C1=CN2CCC=1C2  Polycyclic2
C=C(C)CC(=CCN)CC  Intramol
C=C(C)NC(=CC=O)CCC  Intramol
C=C(C)NC(=CCN)CC  Intramol
C=C(C=O)CCO  Intramol
C=C1C=CCCC1C=C(C)C=O  Intramol
C=C=CN=CCCCN  Intramol
C=CC(=C)C(C)C=C(C)C=O  Intramol
C=CC=C=C(C)C=O  Intramol
C=CC=CC(C)C=O  Intramol
C=CCC=O  Intramol
C=CCCN(C)C(F)C(=C)C  FC1
C=CCCN(C)C(F)C(C)=O  FC1
C=CCCN(C)C(F)CC(C)=O  FC1
C=CCN=CCCC=O  Intramol
C=CCN=CCCCN  Intramol
C=CCNCCCC=O  Intramol
CC#CCC=O  Intramol
CC(O)OCC#CC#N  Hemiacetal
CC=CC(N)OC  Intramol
CC=CCCN  Intramol
CC=CCN  Intramol
CCC#CCN  Intramol
CCC(=CCO)CC(=N)F  FC2
CCCC(N)OC  Intramol
CCCC=O  Intramol
CN  Intramol
COCC(O)CCN  Intramol
N#CCC=O  Intramol
C=C(C)C(N)COC  Intramol
C=C(C)C(N)COO  Intramol
C=C(C=N)C=O  Intramol
C=C(C=O)C=NC  Intramol
C=C(CN)CO  Intramol
C=C(F)N(C)CC=O  Intramol
C=CC(N)CC(C)=N  Intramol
C=CC(N)CC(C)C  Intramol
C=NCNCCCC=O  Intramol
C=NCNCCCCC=O  Intramol
CC(F)NCC#CC#N  FC1
CC=C(C)CC(C)N  Intramol
CC=C(CN)CO  Intramol
CC=COCN  Intramol
CCC(C)=CC1CC=CC1N  Intramol
CCC(CN)CO  Intramol
CCC=C(CC)CC(C)N  Intramol
CCC=CC=O  Intramol
CCCC=CC=NCO  Hemiacetal
CCCN  Intramol
CCCOCN  Intramol
COCF  FC1
N#CC=O  Intramol
NC1C=C=C=C1  Intramol
C#CC1(O)CCCOO1  Hemiacetal
C=C(C)C(C)(C)C1=CC=CC1N  Intramol
C=C(C)C(C)N  Intramol
C=C(C)C(N)CCC  Intramol
C=C(C)CC=CCCN  Intramol
C=C(C=O)NC  Intramol
C=C(CC)OCO  Hemiacetal
C=C1C(CN)=CCC1=CCC  Intramol
C=C1C(CN)=CCC1CNC  Intramol
C=CC(C)N  Intramol
C=NC(C)C=O  Intramol
CC(C)CC=CCCN  Intramol
CC(N)C(C)C#N  Intramol
CC=CC=O  Intramol
CCC=CC=O  Intramol
CCCC=CC=CC=O  Intramol
CCOCF  FC1
CN=C(C)C=O  Intramol
CNC(C)C=O  Intramol
CNC(N)CO  Intramol
COC(C)N  Intramol
COCCCC=NCO  Hemiacetal
N#CC#CCCCC=O  Intramol
NOCC=CC=NCO  Hemiacetal
NOCCCC=NCO  Hemiacetal
C#CCCN  Intramol
C1=CCN2CCCC=12  Polycyclic2
C=C(C)C=O  Intramol
C=C(CC#CCN)C(C)C  Intramol
C=C1C(C=CCN)=CCC1C=CC  Intramol
C=C1CN2CC1CO2  Polycyclic1
C=CC=NCC=CC=O  Intramol
C=CCCN  Intramol
C=COC(F)N=C  FC1
CC(C)=CC=C(O)C(C=O)=C(C)C  Intramol
CC=C(C)C(C)C=O  Intramol
CC=COCC=O  Intramol
CCC#CC1=CC=C(CNC)C1N  Intramol
CCC(CC#CCN)C(C)C  Intramol
CCC(CC#CCN)N(C)C  Intramol
CCC=CC#CCN  Intramol
CCCC(C)C(C)C(C)N  Intramol
CCCC=O  Intramol
CCCCN  Intramol
CN(C)C1CCCC(N)NC1  Intramol
N#CC#CCCCC=O  Intramol
N#CC#CCCCCN  Intramol
C#CC(N)C=CC  Intramol
C=C(CC(O)C=O)NC(C)=NOC  Intramol
C=C(CCC)C(=CCC)CN  Intramol
C=CC(C#CCN)C1=CC(=C)C=C1  Intramol
C=CCC(C)C(CCOC)C(N)O  Intramol
C=CCC1=C(CCCN)C(=C)C=C1  Intramol
C=CCCC1=C(CCCN)C(=O)NC1  Intramol
C=CCCCN  Intramol
C=CCNCC(C)C(C)N  Intramol
CC(=N)CC=O  Intramol
CC(C)C(C)CNCCN  Intramol
CC(N)C(C)CNCC=N  Intramol
CC(N)CCO  Intramol
CC=C(C)CN1CCCC1(C)F  FC1
CCCCC1=C(CCN)CNC1=O  Intramol
CCOCN  Intramol
C#CC(=C(C)C)C(N)C=C=C(C)CC  Intramol
C#CC1=C(OCF)CC(C)C1=C  FC1
C#CC=CC=CC=O  Intramol
C=C(C)C(=C)C(C)NCF  FC1
C=C(C)C(=C)CNCF  FC1
C=C(C)C(C)=CCCN  Intramol
C=C(C)C(C)CNCF  FC1
C=C(C)CCCN  Intramol
C=C1C#CC(C(C#CCC)C=O)=C1  Intramol
C=C1C#CCC(C(C#CCC)C=O)=C1  Intramol
C=C1C2CC3CCC2CCC13CCN  Intramol
C=C1C=CC(C(C#CCC)C=O)=C1  Intramol
C=C1C=CC(C(C=O)CCC)=C1  Intramol
C=CC(C)=C(C=O)CC(=C)C#N  Intramol
CC1=CCC(N)C=C1  Intramol
CC1=CCC(N)CC1  Intramol
CC=C(C=CCC)C1=CC(N)C=C1  Intramol
CCC#CC(C=O)C1=CC(CC)C#C1  Intramol
CCC#CC(C=O)C1=CCC=C1  Intramol
CCC(C)=CCC(C)C(CN)=C(C)C  Intramol
CCC(C)=CCC(O)C(CN)=C(C)C  Intramol
CCC(COCF)OC  FC1
CCC=O  Intramol
COCF  FC1
N#CC#CCCCN  Intramol
N#CCC=CCN  Intramol
C#CC(C)(C(C)C)C(N)C(=CC)C(=C)C=C  Intramol
C#CC(C)(C(C)C)C(N)C1=C(C)C=CC(=C)C1  Intramol
C#CC(C)(C(C)C)C(N)C1=C(C)C=CC1=C  Intramol
C#CC(C)C(=CCCN)C1=C(C)C=CC1=C  Intramol
C#CC(C)C(=CCCN)C1C(=C)C=CC1C  Intramol
C#CCC1=C(C)C(=O)C(C=O)C1  Intramol
C=C(C=CC)C(CC)CN  Intramol
C=C(CN)C(=C)CCC  Intramol
C=C(CN)C(C)CCC  Intramol
C=C(CN)C(N)CCC  Intramol
C=CC(C)C(=C)OCCCC=O  Intramol
C=CCC(=C)C(=C)CN  Intramol
CC#CC(N)C(CC)CC  Intramol
CCC(C)C(C)CN  Intramol
CCC1N=C(F)C(C)(C)CC=CC1CO  FC2
CCC=C(C)C(C)CN  Intramol
COC(=CCCO)C(C)CN  Intramol
C#CC(=CCC)C1=CCC(C)NC(C)(CC)C1CN  Intramol
C#CC(C)(C(C)C)C(O)C1=C(C)C=CC(N)C1  Intramol
C#CC1CC(C)=C(CCN)C1=C  Intramol
C#CCC(CN)C(C)(CC)CC=C  Intramol
C#CCC(N)C(=C)C(=C)C  Intramol
C#CCCC(C)=C(C=C)CCN  Intramol
C=C(C)C(C)N  Intramol
C=C(C)C(N)C=CC  Intramol
C=C(C)C(N)CNCC#N  Intramol
C=C(CO)C(C)=C(C)C=O  Intramol
C=C1C=CCC1(C=CC)C1=CC(N)C=C1CNC  Intramol
C=C1CC=C(C=CC)C(=C)C1N  Intramol
C=C1CC=C(C=CCC)C(=C)C1N  Intramol
C=CC#CC(C)C(C)N  Intramol
C=CC#CCC(C)N  Intramol
C=CC(C#CCC)=CCC(=C)CN  Intramol
C=CC(C=C(C)CC(C)=CCN)OC  Intramol
C=CC(C=CCC)=CCC(=C)CN  Intramol
C=CCCCC(C)(CC=C)CCN  Intramol
CC#CCCC=O  Intramol
CC(C)C(C)N  Intramol
CC(N)CCC#N  Intramol
CC1=CC(N)NC1CO  Intramol
CC=CC1CC=C(CO)C1N  Intramol
CCC=CC=O  Intramol
COC(=CCCO)C(O)CN  Intramol
COC(C)C=C(C)CC(C)=CCN  Intramol
C#CC(C=CCC)=C(C(C#C)CC=O)C1CCOC(=C)C(C)C1=O  Intramol
C#CC(N)C=C  Intramol
C#CC(N)CC=C(C#CCC)C(=C)C  Intramol
C#CC(N)NCC=C  Intramol
C#CCC(=C)OCC(=C)C=O  Intramol
C#CCC=CC(=CC)OC=C(C)C1NC(N)C=C1C  Intramol
C=C(CC)C12CCCCC(CN)(C1)C(C)N2  Intramol
C=C(O)C(=CC)CC=O  Intramol
C=CCCN  Intramol
CC=C(CC=O)C(C)C  Intramol
CCC1=CC=C(CC=O)CN(CC)C1  Intramol
CCC1CCCN(CF)CC1N(C)CC  FC1
C#CC(=CC(C)C(=C)OC)C1=CCC(N)NC(C)(CC)C1  Intramol
C#CC(C#C)C(C=CC=O)=CC  Intramol
C#CC(N)C1=CC(C(=C)C)CCOC1  Intramol
C#CCC#CC(C)CC(C#C)C(=C(C)C=C)C(N)CC(=C)C  Intramol
C=C(C#N)CC=C(C)CC=CC=O  Intramol
C=C(C)C(N)C=C(C)C  Intramol
C=CC(C)(C(=CC)CC#CCN)C(C)(C)C  Intramol
C=CC(C=C(C)CC(C)=CCN)OC  Intramol
C=CC(C=C(C)CCC(C)=CCN)OC  Intramol
CC#CC(C)(CC)C(C)=CC=O  Intramol
CC(C)CN  Intramol
CC1=CC2CCCCC1CC2N  Intramol
CC=CC#CC1CC(C(C)N)C=CCO1  Intramol
CC=CCCN  Intramol
CCC1=CC(C)=C(C=O)CC1=O  Intramol
CCC=CC(C)=C(CO)CC=O  Intramol
CCC=CC=O  Intramol
CCCN  Intramol
CNCCC(N)OC  Intramol
N#CCN  Intramol
C#CC1(C)C(=O)CCOC1O  Hemiacetal
C#CC=C(C)CCN  Intramol
C#CCC#CC(C)N  Intramol
C=C(C)C12C=C(C)C(O)(CC=CC1C=O)C2  Intramol
C=C=C(CC=O)C(=C)C  Intramol
C=CC(C)=CCNCN  Intramol
C=CC(C)C=C(C)CC1=CC(C)=C(C=O)CC1=O  Intramol
C=CCCN  Intramol
CC1(C=O)CC=CCCN1  Intramol
CC1(C=O)CCCCCN1  Intramol
CC1=CCC(C)(CN)C(C)=CC(C)C1C  Intramol
CCC=C(C)C(C(C)=CCOC)C1C=NCC(C)NC1C(C)C(C)(C(C)C)C(O)C1=C(C)CC(=O)C1  Too big
CCC=C(C)C(C(C)=CCOC)C1C=NCC(C)NC1C(C)C(C)(C(C)F)C(O)C1=C(C)CC(=O)C1  Too big
CCC=C(C)C(C(C)=CCOC)C1CCCC(C)NC1C(C)C(C)(C(C)C)C(O)C1=C(C)CC(=O)C1  Too big
CCC=C(C)C(C(C)=CCOC)C1N=NCC(C)NC1C(C)C(C)(C(C)F)C(O)C1=C(C)CC(=O)C1  Too big
COC1(O)CC=C(C)C(C)C(C)(C)C=C1C  Hemiacetal
N#CCCN  Intramol
NCOO  Intramol
C#CC(=C)CCN  Intramol
C#CC(C)CC1=C(C)C2CC=CC1C(F)N2  FC1
C#CC=C(C)CC=O  Intramol
C#CN=CCN  Intramol
C=C(C)C(=CC)CCN  Intramol
C=C(CN)CC1=C(C)C=CC1=C  Intramol
C=C1CC(C)=C(CC(C)(CCCC2CCCC2N)C(C)C#N)C1  Intramol
C=CCN  Intramol
CC#CCCN  Intramol
CC1=CC(C)C(C)(C#N)C(C)=CC(N)C1C  Intramol
CC1=CC(N)C(C)(C#N)C(C)CC(C)C1C  Intramol
CC1=CC2=CCCCC1=NC2F  FC1
CCCN  Intramol
CCOC(C)N  Intramol
N#CCN  Intramol
N=CCN  Intramol
NCCCCO  Intramol
C#CC#CC(N)C#CC  Intramol
C#CC1CC(C#CC(=O)F)CN1  FC2
C=C(C)C=O  Intramol
C=C(CC1=CCNC1N)CC(C)C  Intramol
C=C1CC(C)=C(C(O)C(C)(C(C)N)C(C)C2CC(C)CC=CC2C(C(C)=CCC)C(C)=CCOC)C1  Intramol
C=C1CCCC(C=O)C(=C(C)C(C)(C(C)C)C(C)C2=CC=CC(=O)C2)C1  Intramol
C=C1CCCC(C=O)C(=C(C)C(C)(C(C)C)C(C)C2=CC=CC(O)C2)C1  Intramol
C=CC=CCN  Intramol
CC1(CN)C=CCC1  Intramol
CC1(CN)C=CCNCC1  Intramol
CCC=C(C)C(C(C)=CCOC)C1C=CCC(F)CC1C(C)C(C)(C(C)=N)C(O)C1=C(C)CC(=O)C1  Too big
NC1CCCC1  Intramol
C#CC(C)(C1=CC=CC=C(C)C1)C(C)(C(O)F)C(O)C1=CC=CC(=O)C1  FC1
C#CC(C)(C1=CC=CC=C(C)C1)C(C)(C(O)F)C(O)C1=CCCC(=O)C1  FC1
C=C(C)C(C)(C1NC2C(=O)CC21)N(C)C  Topo1-44fuse
C=C(C)C(C)(C1OC2C(=O)CC21)N(C)C  Topo1-44fuse
C=C(C)C(C)(CC1=C(C)OC(O)C1)C(C)(C#N)C1CC=CCC(C)N1  Hemiacetal
C=C(COC)C(C)CC1=C(C)C(CC(C)N)NC1=O  Intramol
C=C1C=C(CN)C(C(=C)C)=C1  Intramol
CC#CCN  Intramol
CC(C)CCN  Intramol
CC=C(C)C=C(C)C(CC)C(=CC(C)CC)C(C)N  Intramol
CC=CCN  Intramol
CCCCC=CCN  Intramol
CCCCN  Intramol
COC=C(C)C(=O)F  FC2
COCC(N)C=C(C)C  Intramol
C#CC1COC(=O)C(N)CO1  Intramol
C#CCCN1CC(=O)N1  Hetero-SR2
C=C(C)C(=CC)CCN  Intramol
C=C(C)C(C)(C=C(C)C(C)O)C(C)CN  Intramol
C=C(C)C(C)(C=C(C)C(C)O)C(N)CC  Intramol
C=C(C)CN  Intramol
C=C1C=CC(C2(C=CC)C3C=CC2C2C(C(C)CC)=CCC(C3)C2N)=C1  Intramol
C=CC(=CCC)C(C)N  Intramol
CC1(N)CC(=NC#N)CCO1  Intramol
CC=CC=CCCN  Intramol
CCC=C(C)CN  Intramol
CCC=C(CC)C(C)N  Intramol
CCCN  Intramol
CCN1CCC=CC2(CC)N1C(C)(C#N)C1NC(C)CC=C1C2(C)CC  Polycyclic1
N#CCCN1CC(=O)N1  Hetero-SR2
O=C1CN2C=C=C=CC12  Polycyclic2
O=CC1=CC=CC1=O  Intramol
C#CC(=C)C(C)(C1ON2CC1C2=O)N(C)C  Polycyclic1
C#CC(C)CC(C)N  Intramol
C#CC1C2CC(=CC)ON1C(C)C1C(C)=CC(=O)N1C2  Polycyclic1
C#CCN  Intramol
C1=CC2C3C=CC4C3CC=1N24  Polycyclic2
C=C(C)C12CC3(CC)OC(C(CC(=CCC)C(C(C)=CCOC)C4C=CCC(C)CC4CC)C1O)C2C3C  Too big
C=C(C)C12CC3(CF)OC(C(C(=CCC)C(C(C)=CCOC)C4C=CCC(C)CC4CC)C1O)C2C3C  Too big
C=C(C)C12CC3(CF)OC(C(CC(=CCC)C(C(C)=CCOC)=C4C=CCC(C)CC4CC)C1O)C2C3C  Too big
C=C(C)C12CC3(CF)OC(C(CC(=CCC)C(C(C)=CCOC)C4C=CCC(C)CC4CC)C1O)C2C3C  Too big
C=C1CC2CC=CC1C(C)(C(=C)C)CC2N  Intramol
C=CC#CC=O  Intramol
C=CCN  Intramol
CC(C)=CCC(C)N  Intramol
CC(N)C#N  Intramol
CC(N)CNC(C)C  Intramol
CCC(NC)C(C)N  Intramol
CCC=C(C)C=O  Intramol
CNCCCCN  Intramol
C#CC(C)(C1=CC(C)=CC=C(C)C1)C(C)(C(O)F)C(C)(O)C1=CCCC(=O)C1  FC1
C#CC(N)C1=C(C)C2C=CC(C1)CC2C  Intramol
C#CC(N)C1=C(C)C2NCC(C1)CC2C  Intramol
C#CC1=COC(O)C(C)CO1  Hemiacetal
C#CC1COC(=O)C(N)CO1  Intramol
C#CC1COC(O)C(C)CO1  Hemiacetal
C#CC=CCC(C)=CC(C#CC)(CN)CC(=C)C=C(C)C(C)=CC=C(C)C  Intramol
C=C(C#CC)C(=C)CN  Intramol
C=C(C)C=C(C)C(F)(NC)NNC  FC1
C=C(C)C=CC(C)N  Intramol
C=C(C)C=CC(N)CC  Intramol
C=C1C2CC(CN3C(N)C=C(CCC4COCCOC4=O)C13)C(C)C(=CC)O2  Intramol
C=C1C=C(C=O)C(=O)C1  Intramol
C=C1CCC2(C(C)(C(C)C)C3OC4C(=O)C43)COC1C2C  Topo1-34fuse
C=C1CCC2(C(C)(C3OC4C(=O)C43)N(C)C)COC1C2C  Topo1-34fuse
C=CC=C(C=O)C(C)=O  Intramol
C=CCCN  Intramol
CC(=O)C(C)(C(C)O)C(C)C1C(=O)CC=C1C=O  Intramol
CC(N)C=CC#N  Intramol
CCC#CCCCCOCC(C)C1=C(C)CC(N)C1  Intramol
CCC(C)C1(CC)C=CCCN(CN)C12C1CCC(C)NC(C1)C2(C)C#N  Intramol
NC1C2CC3OCC2C31  Intramol
O=C1C2CC3OON2C13  Polycyclic1
C#CC(=C)C(C)(C1ON2CC1C2)N(C)C  Polycyclic1
C#CCC(C#N)=C(C)C#CC=O  Intramol
C1C2CC3C4CC5C1C4C2C35  Non-planar graph (Boyes)
C=C(C)C(C(C)=CCOC)C1(C23COC(C)(CC2=C)C3)C=CCC(C)CC1C(C)C(C)(C(=C)C)C(O)C1=C(C)CC(=O)C1  Too big
C=C(C)C=C(C)C(N)(CNC)NC  Intramol
C=C1C(C#CCN)CC2CCC1C2(C)C  Intramol
C=C1C2CC(=CC)C(C)C(C2)ON2C(=O)C=C(OCC3COCOOC3=O)C12  Polycyclic1
C=C1C2CC(C)C(C2)CN2C(=O)C=C(CCC3(COC)COCCOC3O)C12  Hemiacetal
C=C1C2CC(CN3C(=O)C=C(C=CC4(COC)COCCOC4O)C13)C(C)CO2  Hemiacetal
C=C1C2CC(CN3C(=O)C=C(CCC4(COC)COCCOC4O)C13)C(C)CO2  Hemiacetal
C=C1CCC2(C(C)C3(C4(C)C=CC5C(=C)C6CC(=CC)C(C)C(C6)CN54)OC4CC3C4=O)C(C#N)OC1C2C  Too big
C=CC1(C(C)CCNCCC)C=CCCNC12C1CCC(C)NC(C1)C2(N)C#N  Intramol
CC(C)(C)COC=CCCN  Intramol
CC1(O)CC(C=CC#N)OO1  Hemiacetal
CC=O  Intramol
CCC#CCN  Intramol
CCC(=CC(F)C=C(C)C(C(C)=CCOC)C1C=CCC(C)CC1CC)CC=C1COCC(C)(C)C1  Too big
CCC(C)C1(CC)C=CCCNC12C1CCC(N)NC(C3=CCCC=CC3C)(C1)C2(C)C#N  Intramol
CCC=O  Intramol
CCN  Intramol
NCC=CCOCCO  Intramol
O=C1C2CC3CC2C13  Topo1-44fuse
OC1C2CC3CC2C31  Topo1-44fuse
C#CC(C)=C(C)CN1CC=CCC(CC)C12C1CC(NC(C)CC1C1=C(C#CC=C)CCCC1)C2(C)C#N  Too big
C#CC1C=CC(N)C(C)CO1  Intramol
C=C(C)C(C)(C(O)C1=C(C)CC(=O)C1)C(C)C1CC(C)CC=CC1C(C(C)=CCOC)C(=CCC)CC  Too big
C=C(C)C(C)(C(O)C1=C(C)CC(=O)C1)C(C)C1CC(C)CC=CC1C(C(C)=CCOC)C(F)=CCC  Too big
C=C(C)C(N)(F)C(C#N)C1CC=CC=C(C)C1CC  Intramol
C=C(O)C1=CCOC(F)C=C1C  FC1
C=C1C2CN(CN3CC(=O)C=C(CCC4(CC)COCCOC4=O)C13)C(F)CO2  FC1
C=C1CC(C)=C(CC(C)(C(C)N)C(C#N)C2CC=CC=C(C)C2)C1  Intramol
C=CC(CCC(C)CN)OC  Intramol
C=CC1CCC(CN)CCO1  Intramol
C=CC=O  Intramol
C=CCC(C1CC=CC=C(C)C1)C(C)(CC1=C(C)CCC1)C(C)N  Intramol
C=CCC=O  Intramol
CC(C#N)C=CCCN  Intramol
CC(C#N)CCCCN  Intramol
CC1=CC(F)OCC=C1C(C)O  FC1
CC1CCCC1CC=O  Topo1-44bridge
CCC1(N(C)CF)C=CCCNC12C1C=CC(C)NC(C3=CCCC=C3C)(C1)C2(C)C#N  FC1
CCC1(N(C)CF)C=CCCNC12C1C=CC(C)NC(C3=CCCCC3C)(C1)C2(C)C#N  FC1
CCC=O  Intramol
CCCN  Intramol
COC(C)=CC=C(C)CN  Intramol
COC(C)C=CC(C)CN  Intramol
COC(C)CC=CCN  Intramol
COC(C)CCC(C)CN  Intramol
COC(C)CN=C(C)CN  Intramol
COC(C)CN=C(O)CN  Intramol
COC(F)CCN(C)NN  FC1
COC1C2CC(CN2)OC1C1=C(C)OC(N)C1  Intramol
NCC=CO  Intramol
NCCCO  Intramol
NCCF  Intramol
C#CC#CCC(C)=C(C(=C)C(=CCC12C=C(C)C(=C)C(C=C(C)C1)CC2)C(=C)C=CC#C)C(C#CC)CC(=C)C  Too big
C#CC#CCC(C)=C(C(=C)C(=CCC12C=C(C)C(C)=C(C=C(C)C1)CC2)C(=C)C=CC#C)C(C#CC)CC(=C)C  Too big
C#CC#CCC(C)=C(C(=C)C(=CCC12C=C(C)C(C)=C(C=C(C)C1)CC2)C(=C)C=CC#C)C(C#CC)CC(C)C  Too big
C#CC#CCC(C)=C(C(=C)C(=CCC12C=C(C)C(C)C(C=C(C)C1)CC2)C(=C)C=CC#C)C(C#CC)CC(=C)C  Too big
C#CC#CCC(C)=C(C(=C)C(=CCCC12C=C(C)C(C)C(C=C(C)C1)CC2)C(=C)C=CC#C)C(C#CC)CC(=C)C  Too big
C#CC#CCC(C)=C(C(=C)C(=CCCC12C=C(C)C(C)C(C=C(C)C1)CC2)C(=C)C=CC#C)C(C#CC)CC(C)C  Too big
C#CC#CCC(C)=C(C(=C)C(=CCCC12C=C(C)C(C)C(C=C(C)C1)CC2)C(=C)CC#C)C(C#CC)CC(=C)C  Too big
C#CC#CCC(C)=CC(C#CC)(CN)CC(C)=CC(CC)CC(C)=CC=C(C)C  Intramol
C#CC#CCC(C)C(C(=C)C(=CCCC12C=C(C)C(C)C(C=C(C)C1)CC2)C(=C)C=CC#C)C(C#CC)CC(=C)C  Too big
C#CC(CN)CC#N  Intramol
C#CC=CC1CC2CC(OCC2C)C(N)C2C(C)=CC(=O)N12  Intramol
C=C(C)C(=CCC1=C(C23CC(=C)C4CC(C2)C2(NCCC4=CC2(CC)NC)C3(C)C#N)C(C)CCC1)CC  Too big
C=C(C)C(=CCC1=C(C23CC(=C)C4CC(C2)C2(NCCC4=CC2(CC)NC)C3(C)C#N)C(C)CCCC1)CC  Too big
C=C(C)C(C)(C)C(CN)C1CC=CC=C(C)C1CC  Intramol
C=C(CC)C(C)(C(=N)F)C(C)C(C)O  FC2
C=C1C(CN)C2(C)CN1CO2  Intramol
C=C1C2COC(C)(C2)C1CN  Intramol
C=C1C=CC=CC=C1C(C)=CCCN  Intramol
C=C1C=CC=CCC1C(C)=CCCN  Intramol
C=C1CC2(C3=C(CC=C(CC)C(=C)C)CCCCC3C)CC(CO1)C1(NCCC=CC1(CC)NC)C2(C)C#N  Too big
C=C1CCC2CC(C3=C(C=C=C(CC)C(=C)C)CCCCC3C)(C1)C(C)(C#N)C21NCCC=CC1(CC)NC  Too big
C=C1CCC2CC(C3=C(CC=C(CC)C(=C)C)CCCC3C)(C1)C(C)(C#N)C21NCCC=CC1(CC)NC  Too big
C=C1CCC2CC(C3=C(CC=C(CC)C(=C)C)CCCCC3C)(C1)C(C)(C#N)C21NCCC=CC1(CC)NC  Too big
C=C1CCC2CC(C3=C(CC=C(CN)C(=C)C)CCCC3C)(C1)C(C)(C#N)C21NCCC=CC1(CC)NC  Intramol
C=C1CCC2CC(C3=C(CN=C(CN)C(=C)C)CCCC3C)(C1)C(C)(C#N)C21NCCC=CC1(CC)NC  Intramol
C=C1CCC2CC(C3C(C)CCCC3CC=C(CN)C(=C)C)(C1)C(C)(C#N)C21NCCC=CC1(CC)NC  Intramol
